Transaction_Date,Description,Amount_UGX,Category,Source
2026-02-27,POS PURCHASE AIRTEL INTERNET KAMPALA,94900.0,Utilities,MTN MoMo
2025-12-04,POS PURCHASE QUALITY SUPERMARKET KAMPALA,67300.0,Food & Groceries,Centenary Bank
2025-10-05,POS PURCHASE SHELL KAMPALA,62100.0,Transport,Centenary Bank
2025-07-03,AGENT 4427 - MEGA STANDARD,23000.0,Food & Groceries,Centenary Bank
2025-10-01,AGENT 3162 - LYCADATA,18800.0,Airtime & Data,MTN MoMo
2025-09-05,POS PURCHASE STANDARD HIGH KAMPALA,1743300.0,Education,Stanbic
2025-04-28,PAID FOR QUALITY SUPERMARKET,93200.0,Food & Groceries,Centenary Bank
2025-07-02,MOMOPAY 565201 LINK BUS,38900.0,Transport,Airtel Money
2025-10-17,PAID FOR QUALITY SUPERMARKET,66500.0,Food & Groceries,Centenary Bank
2025-12-23,MOMOPAY 358941 LINK BUS,20200.0,Transport,Centenary Bank
2026-03-02,WHT 25% SALARY DEPOSIT,2245900.0,Income/Transfers,Centenary Bank
2025-04-15,AGENT 2307 - CAPITAL SHOPPERS,103700.0,Food & Groceries,Airtel Money
2025-10-22,PAID FOR CAPITAL SHOPPERS,70300.0,Food & Groceries,Centenary Bank
2025-10-12,AGENT 6334 - CAPITAL SHOPPERS,93500.0,Food & Groceries,MTN MoMo
2026-02-12,PAID FOR QUALITY SUPERMARKET,134600.0,Food & Groceries,MTN MoMo
2025-04-09,MOMOPAY 873240 KIKUUBO WHOLESALE,142000.0,Food & Groceries,Stanbic
2025-12-17,AGENT 8056 - LYCADATA,37600.0,Airtime & Data,Centenary Bank
2025-11-28,PAID FOR LOCAL JOINT,104400.0,Dining & Drinks,Stanbic
2026-02-06,POS PURCHASE SAFEBODA KAMPALA,50600.0,Transport,Airtel Money
2025-06-12,MOMOPAY 260579 AIRTEL TOPUP,24000.0,Airtime & Data,MTN MoMo
2025-05-02,POS PURCHASE BANK TO WALLET KAMPALA,4407200.0,Income/Transfers,Airtel Money
2025-12-20,POS PURCHASE UBER KAMPALA,55600.0,Transport,Airtel Money
2026-01-04,WHT 66% LINK BUS,43500.0,Transport,Airtel Money
2025-07-15,POS PURCHASE SHELL KAMPALA,48800.0,Transport,Centenary Bank
2026-03-10,PAID FOR JAVA HOUSE,66500.0,Dining & Drinks,MTN MoMo
2025-04-30,MTN AIRTIME GULU,10700.0,Airtime & Data,MTN MoMo
2026-02-03,AGENT 3599 - YY COACHES,20200.0,Transport,MTN MoMo
2025-06-01,PAID FOR AIRTEL TOPUP,14200.0,Airtime & Data,Stanbic
2025-09-20,MOMOPAY 831277 JAVA HOUSE,42800.0,Dining & Drinks,MTN MoMo
2025-07-08,AIRTEL TOPUP MSK,17600.0,Airtime & Data,Stanbic
2025-03-23,POS PURCHASE CARREFOUR KAMPALA,16500.0,Food & Groceries,MTN MoMo
2025-03-24,WHT 12% SHELL,62700.0,Transport,Airtel Money
2026-01-31,POS PURCHASE LOCAL JOINT KAMPALA,73000.0,Dining & Drinks,Centenary Bank
2025-12-07,POS PURCHASE TOTALENERGIES KAMPALA,77400.0,Transport,Centenary Bank
2025-05-16,POS PURCHASE SAFEBODA KAMPALA,24900.0,Transport,Centenary Bank
2025-06-03,AGENT 9336 - MTN AIRTIME,2700.0,Airtime & Data,Stanbic
2026-01-26,AGENT 8554 - BANK TO WALLET,1855200.0,Income/Transfers,Stanbic
2025-07-06,WHT 75% LYCADATA,48500.0,Airtime & Data,Airtel Money
2025-03-25,AGENT 5459 - SAFEBODA,35700.0,Transport,Centenary Bank
2025-10-14,SALARY DEPOSIT MUK,3811600.0,Income/Transfers,Stanbic
2025-05-18,MOMOPAY 963234 NWSC,107300.0,Utilities,Airtel Money
2025-04-11,WHT 89% KIKUUBO WHOLESALE,67400.0,Food & Groceries,MTN MoMo
2025-06-24,POS PURCHASE SHELL KAMPALA,56900.0,Transport,Stanbic
2025-12-18,CARREFOUR GULU,8800.0,Food & Groceries,Centenary Bank
2025-12-10,MOMOPAY 496174 SHELL,36900.0,Transport,Stanbic
2026-03-07,POS PURCHASE SAFEBODA KAMPALA,11700.0,Transport,Centenary Bank
2025-08-09,WHT 41% AIRTEL INTERNET,27600.0,Utilities,MTN MoMo
2025-12-20,POS PURCHASE KIKUUBO WHOLESALE KAMPALA,72100.0,Food & Groceries,Centenary Bank
2025-11-10,WHT 90% YY COACHES,61600.0,Transport,MTN MoMo
2025-08-03,POS PURCHASE MTN AIRTIME KAMPALA,46100.0,Airtime & Data,MTN MoMo
2025-12-26,WHT 30% AIRTEL INTERNET,290000.0,Utilities,Stanbic
2025-05-25,AGENT 6777 - MEGA STANDARD,65300.0,Food & Groceries,Airtel Money
2026-02-11,AGENT 8928 - MULTICHOICE DSTV,285800.0,Utilities,MTN MoMo
2025-08-30,MOMOPAY 623055 NANDOS,49700.0,Dining & Drinks,MTN MoMo
2025-04-28,AGENT 8429 - KFC,42600.0,Dining & Drinks,Stanbic
2025-03-25,AGENT 9796 - SAFEBODA,54500.0,Transport,MTN MoMo
2025-03-27,POS PURCHASE CARREFOUR KAMPALA,19400.0,Food & Groceries,Centenary Bank
2026-02-06,MOMOPAY 182327 LYCADATA,15700.0,Airtime & Data,Centenary Bank
2025-09-18,POS PURCHASE MEGA STANDARD KAMPALA,66300.0,Food & Groceries,MTN MoMo
2025-10-09,WHT 30% CAPITAL SHOPPERS,77800.0,Food & Groceries,Airtel Money
2025-09-04,MOMOPAY 375413 SAFEBODA,37400.0,Transport,Stanbic
2025-04-16,MOMOPAY 960833 CAFESSERIE,36200.0,Dining & Drinks,Airtel Money
2025-04-19,WHT 87% LINK BUS,70500.0,Transport,MTN MoMo
2025-07-12,QUALITY SUPERMARKET GULU,115700.0,Food & Groceries,MTN MoMo
2025-11-11,WHT 63% MOMO TRANSFER FROM,2029500.0,Income/Transfers,MTN MoMo
2026-01-28,MOMOPAY 786217 MOMO TRANSFER FROM,977400.0,Income/Transfers,Airtel Money
2025-05-06,POS PURCHASE MOMO TRANSFER FROM KAMPALA,4495200.0,Income/Transfers,Airtel Money
2025-05-02,AGENT 1840 - AIRTEL INTERNET,138300.0,Utilities,Stanbic
2025-05-02,MOMOPAY 737470 CAPITAL SHOPPERS,41300.0,Food & Groceries,Centenary Bank
2026-02-09,WHT 53% LYCADATA,14400.0,Airtime & Data,Stanbic
2025-10-06,MOMOPAY 689743 NANDOS,16700.0,Dining & Drinks,Centenary Bank
2025-08-20,WHT 46% CARREFOUR,58200.0,Food & Groceries,Airtel Money
2025-11-02,WHT 77% LYCADATA,29700.0,Airtime & Data,Stanbic
2025-07-10,MOMOPAY 849379 YY COACHES,26700.0,Transport,MTN MoMo
2025-09-01,POS PURCHASE KFC KAMPALA,41000.0,Dining & Drinks,Stanbic
2025-11-03,QUALITY SUPERMARKET ENT,137900.0,Food & Groceries,Centenary Bank
2025-10-18,WHT 23% SHELL,22800.0,Transport,Airtel Money
2025-06-12,MOMOPAY 531263 AIRTEL TOPUP,35600.0,Airtime & Data,Airtel Money
2026-01-26,PAID FOR STANDARD HIGH,2896600.0,Education,MTN MoMo
2026-02-05,POS PURCHASE NWSC KAMPALA,82400.0,Utilities,Centenary Bank
2025-10-26,PAID FOR CARREFOUR,107500.0,Food & Groceries,Centenary Bank
2025-08-08,LYCADATA MUK,9000.0,Airtime & Data,MTN MoMo
2025-09-17,AIRTEL TOPUP MSK,19600.0,Airtime & Data,Stanbic
2025-12-10,AGENT 9448 - NANDOS,35600.0,Dining & Drinks,Stanbic
2025-11-04,MOMOPAY 640633 SAFEBODA,41800.0,Transport,Stanbic
2025-08-01,TOTALENERGIES KLA,66300.0,Transport,Centenary Bank
2025-05-10,WHT 34% AIRTEL TOPUP,31700.0,Airtime & Data,MTN MoMo
2025-06-23,AGENT 2201 - CARREFOUR,147800.0,Food & Groceries,MTN MoMo
2025-11-05,PAID FOR BANK TO WALLET,1086700.0,Income/Transfers,Stanbic
2025-09-22,WHT 74% LYCADATA,33000.0,Airtime & Data,Centenary Bank
2025-12-28,AGENT 2323 - NWSC,48400.0,Utilities,Centenary Bank
2025-06-10,AGENT 7470 - LOCAL JOINT,112700.0,Dining & Drinks,Centenary Bank
2025-07-29,WHT 47% UBER,39200.0,Transport,Centenary Bank
2025-09-04,ZUKU TV GULU,272600.0,Utilities,Airtel Money
2026-03-06,POS PURCHASE AIRTEL TOPUP KAMPALA,49000.0,Airtime & Data,Centenary Bank
2026-03-11,LOCAL JOINT MSK,86800.0,Dining & Drinks,Airtel Money
2025-08-22,MOMOPAY 711763 KFC,44600.0,Dining & Drinks,Airtel Money
2025-06-07,AGENT 4954 - NWSC,123300.0,Utilities,MTN MoMo
2026-03-14,WHT 79% CARREFOUR,121700.0,Food & Groceries,MTN MoMo
2026-02-13,BANK TO WALLET KLA,126400.0,Income/Transfers,Stanbic
2025-08-05,AGENT 5358 - MEGA STANDARD,33000.0,Food & Groceries,Stanbic
2026-01-09,POS PURCHASE YY COACHES KAMPALA,25200.0,Transport,Stanbic
2025-06-22,WHT 18% LYCADATA,38500.0,Airtime & Data,Centenary Bank
2026-03-04,PAID FOR AIRTEL TOPUP,28100.0,Airtime & Data,Centenary Bank
2025-05-08,MTN AIRTIME MUK,35400.0,Airtime & Data,MTN MoMo
2025-12-22,PAID FOR CARREFOUR,127200.0,Food & Groceries,Airtel Money
2025-10-09,MOMOPAY 544503 MAKERERE UNI,828500.0,Education,Airtel Money
2025-04-22,POS PURCHASE CARREFOUR KAMPALA,85700.0,Food & Groceries,Airtel Money
2025-07-30,MOMOPAY 312958 SALARY DEPOSIT,949800.0,Income/Transfers,Centenary Bank
2025-05-23,AGENT 7036 - MOMO TRANSFER FROM,4668900.0,Income/Transfers,Stanbic
2025-07-11,POS PURCHASE GREENHILL ACADEMY KAMPALA,1701100.0,Education,Stanbic
2025-07-16,AGENT 6054 - MULTICHOICE DSTV,114100.0,Utilities,MTN MoMo
2025-10-30,MOMOPAY 181312 UMEME YAKA,266600.0,Utilities,Stanbic
2025-07-07,SHELL MBALE,4300.0,Transport,MTN MoMo
2025-11-23,BANK TO WALLET MUK,3439000.0,Income/Transfers,MTN MoMo
2026-02-03,WHT 73% AIRTEL INTERNET,214100.0,Utilities,MTN MoMo
2025-12-02,NWSC GULU,94700.0,Utilities,Stanbic
2026-03-19,YY COACHES KLA,7600.0,Transport,MTN MoMo
2025-07-11,POS PURCHASE MAKERERE UNI KAMPALA,1530900.0,Education,Centenary Bank
2025-04-20,WHT 20% MTN AIRTIME,44600.0,Airtime & Data,Centenary Bank
2025-09-18,PAID FOR NANDOS,43700.0,Dining & Drinks,MTN MoMo
2026-03-12,PAID FOR MTN AIRTIME,34000.0,Airtime & Data,Centenary Bank
2025-09-15,POS PURCHASE CAFESSERIE KAMPALA,14800.0,Dining & Drinks,Stanbic
2025-04-21,PAID FOR YY COACHES,27800.0,Transport,Airtel Money
2026-02-05,SALARY DEPOSIT MBALE,1224200.0,Income/Transfers,Stanbic
2025-09-26,PAID FOR LINK BUS,77600.0,Transport,Airtel Money
2025-12-11,PAID FOR NWSC,187700.0,Utilities,MTN MoMo
2025-08-20,AGENT 2668 - NWSC,152200.0,Utilities,Airtel Money
2026-01-10,BANK TO WALLET MSK,2826600.0,Income/Transfers,Centenary Bank
2025-11-30,WHT 44% KIKUUBO WHOLESALE,146600.0,Food & Groceries,Centenary Bank
2025-11-05,MOMOPAY 450779 MTN AIRTIME,15500.0,Airtime & Data,MTN MoMo
2025-09-17,WHT 12% AIRTEL TOPUP,8300.0,Airtime & Data,Centenary Bank
2025-06-26,POS PURCHASE NANDOS KAMPALA,106100.0,Dining & Drinks,Stanbic
2025-12-14,POS PURCHASE AIRTEL TOPUP KAMPALA,49000.0,Airtime & Data,Stanbic
2025-07-23,WHT 80% LOCAL JOINT,17200.0,Dining & Drinks,Centenary Bank
2025-10-30,PAID FOR LOCAL JOINT,26100.0,Dining & Drinks,MTN MoMo
2025-08-02,MOMOPAY 944855 MOMO TRANSFER FROM,937500.0,Income/Transfers,MTN MoMo
2026-03-11,PAID FOR MTN AIRTIME,27900.0,Airtime & Data,Centenary Bank
2025-11-11,POS PURCHASE MTN AIRTIME KAMPALA,33900.0,Airtime & Data,MTN MoMo
2025-04-06,AGENT 9733 - LYCADATA,14200.0,Airtime & Data,MTN MoMo
2025-08-18,MOMOPAY 718025 LOCAL JOINT,110800.0,Dining & Drinks,Stanbic
2025-04-25,AGENT 9024 - SALARY DEPOSIT,96800.0,Income/Transfers,Airtel Money
2025-12-17,MOMOPAY 194354 SALARY DEPOSIT,3800200.0,Income/Transfers,Airtel Money
2026-01-05,MOMOPAY 165960 SALARY DEPOSIT,1431900.0,Income/Transfers,Centenary Bank
2025-11-11,POS PURCHASE CARREFOUR KAMPALA,80500.0,Food & Groceries,Stanbic
2025-07-21,MOMOPAY 942900 LINK BUS,61100.0,Transport,Stanbic
2026-01-06,AGENT 3809 - AIRTEL INTERNET,284400.0,Utilities,MTN MoMo
2025-07-28,POS PURCHASE STANDARD HIGH KAMPALA,280700.0,Education,Stanbic
2025-06-02,WHT 27% LINK BUS,31500.0,Transport,Airtel Money
2025-04-28,MOMOPAY 290645 AIRTEL TOPUP,14900.0,Airtime & Data,Airtel Money
2025-12-21,MOMOPAY 605875 JAVA HOUSE,25800.0,Dining & Drinks,Centenary Bank
2025-12-27,WHT 98% LOCAL JOINT,45500.0,Dining & Drinks,Stanbic
2025-06-23,AGENT 8705 - YY COACHES,45400.0,Transport,Airtel Money
2026-01-29,LOCAL JOINT MBALE,102400.0,Dining & Drinks,Centenary Bank
2025-09-11,MOMOPAY 988783 LOCAL JOINT,49600.0,Dining & Drinks,Stanbic
2025-10-23,CARREFOUR MSK,51200.0,Food & Groceries,Centenary Bank
2026-02-28,KFC ENT,60200.0,Dining & Drinks,Centenary Bank
2025-10-22,MOMOPAY 602051 CAFESSERIE,23700.0,Dining & Drinks,MTN MoMo
2025-08-17,POS PURCHASE CARREFOUR KAMPALA,125700.0,Food & Groceries,Stanbic
2025-10-05,AGENT 4607 - MAKERERE UNI,1393000.0,Education,Centenary Bank
2025-12-30,AGENT 3407 - MEGA STANDARD,115300.0,Food & Groceries,Centenary Bank
2025-04-16,LYCADATA MSK,32600.0,Airtime & Data,Airtel Money
2026-01-02,WHT 97% YY COACHES,42200.0,Transport,Airtel Money
2025-12-27,WHT 83% QUALITY SUPERMARKET,132900.0,Food & Groceries,Stanbic
2025-06-07,MOMOPAY 190365 LYCADATA,42200.0,Airtime & Data,Airtel Money
2026-02-19,MOMOPAY 678645 CAFESSERIE,75100.0,Dining & Drinks,Stanbic
2025-04-12,POS PURCHASE CAPITAL SHOPPERS KAMPALA,46600.0,Food & Groceries,Airtel Money
2025-12-02,AGENT 3827 - CAPITAL SHOPPERS,44000.0,Food & Groceries,Stanbic
2025-07-05,POS PURCHASE AIRTEL INTERNET KAMPALA,262500.0,Utilities,Centenary Bank
2025-10-29,CARREFOUR ENT,114200.0,Food & Groceries,Centenary Bank
2025-12-05,MEGA STANDARD MSK,94100.0,Food & Groceries,Centenary Bank
2026-03-01,POS PURCHASE MAKERERE UNI KAMPALA,1785800.0,Education,Centenary Bank
2026-03-15,WHT 88% CAPITAL SHOPPERS,120400.0,Food & Groceries,Airtel Money
2025-11-26,PAID FOR LINK BUS,24200.0,Transport,Airtel Money
2025-08-09,POS PURCHASE LINK BUS KAMPALA,62200.0,Transport,MTN MoMo
2025-07-05,POS PURCHASE SALARY DEPOSIT KAMPALA,4899300.0,Income/Transfers,Centenary Bank
2025-10-17,AGENT 7913 - BANK TO WALLET,3816300.0,Income/Transfers,Centenary Bank
2025-10-06,PAID FOR MTN AIRTIME,23100.0,Airtime & Data,MTN MoMo
2025-07-06,MOMO TRANSFER FROM MBALE,2576100.0,Income/Transfers,MTN MoMo
2025-11-09,MOMO TRANSFER FROM KLA,858000.0,Income/Transfers,MTN MoMo
2025-07-27,AIRTEL INTERNET ENT,198500.0,Utilities,Stanbic
2025-04-17,WHT 58% NANDOS,51700.0,Dining & Drinks,MTN MoMo
2026-01-12,PAID FOR UMEME YAKA,89600.0,Utilities,MTN MoMo
2026-02-26,MOMOPAY 652045 LOCAL JOINT,36500.0,Dining & Drinks,Airtel Money
2025-09-20,POS PURCHASE JAVA HOUSE KAMPALA,117800.0,Dining & Drinks,Centenary Bank
2025-05-29,POS PURCHASE NANDOS KAMPALA,81800.0,Dining & Drinks,MTN MoMo
2025-04-19,SAFEBODA MUK,38900.0,Transport,Stanbic
2025-12-15,WHT 30% UBER,20700.0,Transport,Centenary Bank
2025-03-28,POS PURCHASE AIRTEL TOPUP KAMPALA,43600.0,Airtime & Data,Stanbic
2026-01-28,AIRTEL TOPUP GULU,36200.0,Airtime & Data,Stanbic
2025-12-20,WHT 93% KFC,91200.0,Dining & Drinks,Stanbic
2025-12-06,MOMO TRANSFER FROM MUK,3139000.0,Income/Transfers,Centenary Bank
2025-07-20,AGENT 1131 - SAFEBODA,41500.0,Transport,Stanbic
2025-10-08,POS PURCHASE MEGA STANDARD KAMPALA,51600.0,Food & Groceries,Centenary Bank
2025-06-03,POS PURCHASE KFC KAMPALA,15600.0,Dining & Drinks,MTN MoMo
2025-07-07,MOMOPAY 632921 KYAMBOGO,1775100.0,Education,Stanbic
2026-02-15,POS PURCHASE LOCAL JOINT KAMPALA,26300.0,Dining & Drinks,Centenary Bank
2025-04-13,PAID FOR MAKERERE UNI,1217700.0,Education,Stanbic
2025-04-03,WHT 66% CAPITAL SHOPPERS,72900.0,Food & Groceries,Airtel Money
2025-07-17,POS PURCHASE STANDARD HIGH KAMPALA,1644000.0,Education,Airtel Money
2025-07-17,POS PURCHASE KIKUUBO WHOLESALE KAMPALA,19100.0,Food & Groceries,Centenary Bank
2025-07-04,AGENT 3538 - MTN AIRTIME,21500.0,Airtime & Data,MTN MoMo
2025-11-09,PAID FOR AIRTEL TOPUP,38700.0,Airtime & Data,MTN MoMo
2025-05-18,MOMOPAY 354148 SHELL,52600.0,Transport,MTN MoMo
2025-03-24,MOMOPAY 200700 LYCADATA,27900.0,Airtime & Data,Airtel Money
2025-04-24,MOMOPAY 838733 QUALITY SUPERMARKET,17800.0,Food & Groceries,Stanbic
2025-07-18,MOMOPAY 166238 LINK BUS,53400.0,Transport,Airtel Money
2025-09-19,AGENT 5344 - QUALITY SUPERMARKET,25900.0,Food & Groceries,Airtel Money
2025-04-03,WHT 47% NWSC,116600.0,Utilities,Centenary Bank
2026-02-24,NANDOS MSK,12000.0,Dining & Drinks,Airtel Money
2025-06-30,MOMOPAY 920147 TOTALENERGIES,7300.0,Transport,Airtel Money
2025-06-22,POS PURCHASE NWSC KAMPALA,101300.0,Utilities,Stanbic
2025-10-16,PAID FOR KYAMBOGO,2678000.0,Education,Stanbic
2025-05-05,PAID FOR MTN AIRTIME,23300.0,Airtime & Data,Centenary Bank
2025-04-04,MOMOPAY 480949 MOMO TRANSFER FROM,2939300.0,Income/Transfers,Airtel Money
2026-01-24,PAID FOR SAFEBODA,37600.0,Transport,Stanbic
2025-10-31,POS PURCHASE BANK TO WALLET KAMPALA,707400.0,Income/Transfers,Centenary Bank
2026-01-24,AGENT 4305 - CARREFOUR,46700.0,Food & Groceries,Stanbic
2025-03-27,PAID FOR MEGA STANDARD,38400.0,Food & Groceries,Stanbic
2025-08-07,POS PURCHASE TOTALENERGIES KAMPALA,72600.0,Transport,Centenary Bank
2025-08-28,AGENT 2605 - BANK TO WALLET,3355600.0,Income/Transfers,Centenary Bank
2025-11-15,LYCADATA GULU,28600.0,Airtime & Data,MTN MoMo
2026-01-15,LYCADATA GULU,34300.0,Airtime & Data,MTN MoMo
2025-03-30,YY COACHES KLA,12500.0,Transport,MTN MoMo
2025-05-20,POS PURCHASE CAPITAL SHOPPERS KAMPALA,55800.0,Food & Groceries,Centenary Bank
2025-09-27,POS PURCHASE LYCADATA KAMPALA,26600.0,Airtime & Data,Airtel Money
2025-06-23,POS PURCHASE UBER KAMPALA,49300.0,Transport,Airtel Money
2025-09-27,WHT 49% MEGA STANDARD,136300.0,Food & Groceries,Centenary Bank
2025-05-31,AGENT 3215 - AIRTEL INTERNET,108700.0,Utilities,Centenary Bank
2025-09-28,WHT 84% AIRTEL INTERNET,99000.0,Utilities,Centenary Bank
2025-05-29,POS PURCHASE ZUKU TV KAMPALA,103600.0,Utilities,Centenary Bank
2026-03-17,AGENT 7893 - NANDOS,106400.0,Dining & Drinks,MTN MoMo
2025-06-16,PAID FOR MEGA STANDARD,129700.0,Food & Groceries,Centenary Bank
2025-07-29,WHT 84% MULTICHOICE DSTV,90300.0,Utilities,Centenary Bank
2026-02-21,AGENT 4340 - LOCAL JOINT,100400.0,Dining & Drinks,Airtel Money
2025-03-26,POS PURCHASE JAVA HOUSE KAMPALA,101600.0,Dining & Drinks,MTN MoMo
2026-01-13,AGENT 7237 - JAVA HOUSE,42900.0,Dining & Drinks,Stanbic
2026-03-14,ZUKU TV ENT,80300.0,Utilities,Airtel Money
2025-04-23,AGENT 6239 - MTN AIRTIME,9200.0,Airtime & Data,Stanbic
2025-05-29,WHT 19% LYCADATA,26400.0,Airtime & Data,MTN MoMo
2025-12-07,POS PURCHASE MTN AIRTIME KAMPALA,8400.0,Airtime & Data,MTN MoMo
2026-01-21,WHT 34% BANK TO WALLET,3882700.0,Income/Transfers,Centenary Bank
2025-09-17,POS PURCHASE KFC KAMPALA,78900.0,Dining & Drinks,Stanbic
2025-07-23,PAID FOR JAVA HOUSE,108000.0,Dining & Drinks,Airtel Money
2025-08-23,AGENT 4356 - KIKUUBO WHOLESALE,102800.0,Food & Groceries,Stanbic
2025-08-14,MOMOPAY 454288 LOCAL JOINT,101200.0,Dining & Drinks,Stanbic
2025-10-17,WHT 60% LYCADATA,48000.0,Airtime & Data,Centenary Bank
2025-11-25,POS PURCHASE QUALITY SUPERMARKET KAMPALA,36500.0,Food & Groceries,Stanbic
2025-08-10,YY COACHES MSK,2900.0,Transport,Centenary Bank
2026-01-24,POS PURCHASE UBER KAMPALA,42000.0,Transport,Stanbic
2025-07-22,WHT 22% BANK TO WALLET,3612300.0,Income/Transfers,Centenary Bank
2025-08-12,WHT 95% AIRTEL INTERNET,146500.0,Utilities,MTN MoMo
2025-12-01,POS PURCHASE UMEME YAKA KAMPALA,244400.0,Utilities,MTN MoMo
2025-04-28,PAID FOR CARREFOUR,83600.0,Food & Groceries,Centenary Bank
2026-03-08,WHT 91% KFC,94300.0,Dining & Drinks,Centenary Bank
2025-07-05,POS PURCHASE QUALITY SUPERMARKET KAMPALA,64700.0,Food & Groceries,Centenary Bank
2025-11-10,PAID FOR KFC,117700.0,Dining & Drinks,Stanbic
2025-08-07,MTN AIRTIME MSK,9200.0,Airtime & Data,Stanbic
2025-05-22,PAID FOR MULTICHOICE DSTV,166600.0,Utilities,Airtel Money
2025-12-24,UBER GULU,2600.0,Transport,Airtel Money
2026-01-30,POS PURCHASE MAKERERE UNI KAMPALA,2944100.0,Education,Stanbic
2025-04-28,CAFESSERIE GULU,118700.0,Dining & Drinks,Airtel Money
2025-12-25,CARREFOUR MUK,71400.0,Food & Groceries,MTN MoMo
2025-09-15,POS PURCHASE CARREFOUR KAMPALA,118100.0,Food & Groceries,Centenary Bank
2025-05-13,MOMOPAY 844979 UBER,49000.0,Transport,MTN MoMo
2025-06-16,AIRTEL TOPUP KLA,29000.0,Airtime & Data,Stanbic
2025-10-25,POS PURCHASE SAFEBODA KAMPALA,61500.0,Transport,MTN MoMo
2025-05-17,AGENT 9680 - UMEME YAKA,183800.0,Utilities,Centenary Bank
2025-08-01,POS PURCHASE CARREFOUR KAMPALA,79700.0,Food & Groceries,MTN MoMo
2025-05-16,POS PURCHASE ZUKU TV KAMPALA,243500.0,Utilities,Stanbic
2025-10-07,MOMOPAY 291056 KIKUUBO WHOLESALE,81900.0,Food & Groceries,MTN MoMo
2026-01-04,POS PURCHASE JAVA HOUSE KAMPALA,13500.0,Dining & Drinks,Stanbic
2025-09-15,AGENT 2560 - LYCADATA,40500.0,Airtime & Data,Stanbic
2025-09-04,ZUKU TV MBALE,104800.0,Utilities,MTN MoMo
2026-01-26,MOMOPAY 905004 MULTICHOICE DSTV,240300.0,Utilities,Airtel Money
2025-05-20,WHT 81% ZUKU TV,184000.0,Utilities,MTN MoMo
2026-02-24,PAID FOR MOMO TRANSFER FROM,1525800.0,Income/Transfers,Centenary Bank
2025-08-21,POS PURCHASE KIKUUBO WHOLESALE KAMPALA,144800.0,Food & Groceries,Airtel Money
2025-10-22,WHT 16% TOTALENERGIES,66700.0,Transport,Stanbic
2025-05-28,POS PURCHASE MTN AIRTIME KAMPALA,39800.0,Airtime & Data,Centenary Bank
2025-06-14,POS PURCHASE LYCADATA KAMPALA,39700.0,Airtime & Data,MTN MoMo
2025-08-26,AGENT 4520 - LINK BUS,79200.0,Transport,MTN MoMo
2025-06-15,MOMOPAY 848233 MAKERERE UNI,459300.0,Education,Stanbic
2025-12-30,POS PURCHASE AIRTEL TOPUP KAMPALA,21700.0,Airtime & Data,Centenary Bank
2025-07-24,WHT 10% LYCADATA,15800.0,Airtime & Data,Centenary Bank
2026-03-04,PAID FOR NANDOS,54400.0,Dining & Drinks,Centenary Bank
2026-02-10,CAPITAL SHOPPERS GULU,28900.0,Food & Groceries,Stanbic
2025-12-26,AGENT 8654 - MAKERERE UNI,1826500.0,Education,Stanbic
2025-12-08,WHT 35% QUALITY SUPERMARKET,63800.0,Food & Groceries,MTN MoMo
2026-03-03,WHT 38% AIRTEL TOPUP,45400.0,Airtime & Data,Centenary Bank
2025-11-06,MOMOPAY 323384 SHELL,68500.0,Transport,Stanbic
2025-07-02,PAID FOR CAPITAL SHOPPERS,91400.0,Food & Groceries,Centenary Bank
2025-04-23,AGENT 5286 - NWSC,169600.0,Utilities,Centenary Bank
2026-01-11,PAID FOR UMEME YAKA,199200.0,Utilities,Stanbic
2026-01-15,POS PURCHASE LOCAL JOINT KAMPALA,93200.0,Dining & Drinks,Centenary Bank
2025-08-09,AGENT 9222 - CAFESSERIE,71100.0,Dining & Drinks,MTN MoMo
2025-05-21,POS PURCHASE SALARY DEPOSIT KAMPALA,446600.0,Income/Transfers,MTN MoMo
2025-06-13,MOMOPAY 723763 QUALITY SUPERMARKET,77000.0,Food & Groceries,Airtel Money
2025-10-23,CAPITAL SHOPPERS MUK,8200.0,Food & Groceries,Airtel Money
2026-02-14,AGENT 7626 - MTN AIRTIME,7400.0,Airtime & Data,Centenary Bank
2025-06-06,STANDARD HIGH MBALE,660100.0,Education,Stanbic
2025-10-20,CARREFOUR GULU,145700.0,Food & Groceries,Airtel Money
2025-08-12,PAID FOR KFC,29400.0,Dining & Drinks,Airtel Money
2026-03-06,POS PURCHASE TOTALENERGIES KAMPALA,2800.0,Transport,Centenary Bank
2025-05-31,AGENT 5094 - LYCADATA,18000.0,Airtime & Data,MTN MoMo
2025-09-06,POS PURCHASE MTN AIRTIME KAMPALA,7800.0,Airtime & Data,Airtel Money
2025-11-23,POS PURCHASE LYCADATA KAMPALA,19600.0,Airtime & Data,Airtel Money
2026-02-27,MOMOPAY 247253 ZUKU TV,270000.0,Utilities,Centenary Bank
2025-11-11,WHT 63% CARREFOUR,145400.0,Food & Groceries,MTN MoMo
2025-05-13,AGENT 9118 - SALARY DEPOSIT,4441800.0,Income/Transfers,Stanbic
2025-09-01,POS PURCHASE SHELL KAMPALA,58500.0,Transport,MTN MoMo
2025-11-07,MOMOPAY 520221 LOCAL JOINT,69000.0,Dining & Drinks,Stanbic
2026-02-19,MOMOPAY 841917 AIRTEL INTERNET,137700.0,Utilities,Airtel Money
2025-11-23,PAID FOR NANDOS,85500.0,Dining & Drinks,Airtel Money
