text,label
paid 151 towards trash,Utilities
ikea cost me 278,Housing
expensive mall 52k,Shopping
expensive mortgage 205700,Housing
122 for checkup,Healthcare
jacket cost me 95k,Shopping
went to party and spent 321400,Entertainment
went to taxi and spent 11600,Transport
cost of maintenance was 205600,Housing
paid 66k towards trash,Utilities
got kfc - 54k,Food
just paid 388 for checkup,Healthcare
got plumber - 100k,Housing
paid for apartment,Housing
spent on boda,Transport
gas cost me 133000,Transport
"breakfast today, 156",Food
paid for kfc,Food
got broadband - 113,Utilities
471 for taxi,Transport
lunch cost me 242900,Food
spotify cost me 209400,Entertainment
spent on pizza,Food
bought pharmacy for 71500,Healthcare
went to boda and spent 12k,Transport
just paid 117500 for club,Entertainment
paid 21k towards clothes,Shopping
bought checkup for 204200,Healthcare
bought flight for 6k,Transport
paid 28 for music,Entertainment
just paid 112 for kfc,Food
cost of therapy was 405700,Healthcare
cost of train was 189,Transport
got hospital - 246,Healthcare
went to hospital and spent 470400,Healthcare
268100 for breakfast,Food
gas cost,Transport
got cell plan - 394,Utilities
gifts,Shopping
concert,Entertainment
"gifts today, 166",Shopping
asdfasdf rent asdf,Housing
"dentist today, 83",Healthcare
$$$@#$@@! coffee!!!,Food
spent on dinner,Food
"tolls today, 248200",Transport
clinic,Healthcare
181000 for trash,Utilities
furniture,Housing
paid 371 towards mall,Shopping
jacket 418300,Shopping
phone bill,Utilities
went to dinner and spent 311,Food
concert,Entertainment
"mall today, 195",Shopping
just paid 300100 for clothes,Shopping
paid 45k towards apartment,Housing
paid for dinner,Food
just paid 60 for dinner,Food
"vitamins today, 86k",Healthcare
went to home depot and spent 202400,Housing
got hospital - 59,Healthcare
"parking today, 26k",Transport
cost of cafe was 95,Food
spent on shoes,Shopping
cinema cost,Entertainment
spent 45800 on movie,Entertainment
expensive trash 395,Utilities
"dentist today, 169200",Healthcare
"kfc today, 70k",Food
spent 308500 on gas,Transport
subway cost,Transport
hospital bill,Entertainment
spent on subway,Transport
paid 5000,
"jacket today, 360500",Shopping
paid for uber,Transport
furniture cost,Housing
expensive property tax 385,Housing
paid for mall,Shopping
bought subway for 443,Transport
music,Entertainment
paid 16k towards home depot,Housing
ikea,Housing
spent on transit,Transport
paid for mall,Shopping
cost of rent was 42k,Housing
spent 367 on music,Entertainment
just paid 39700 for coffee,Food
just paid 477600 for doctor,Healthcare
vitamins 93k,Healthcare
paid 57k towards music,Entertainment
got pizza - 15k,Food
bought electricity for 491400,Utilities
just paid 19700 for therapy,Healthcare
meal cost me 87k,Food
dentist cost me 38k,Healthcare
bought dinner for 265,Food
"furniture today, 450",Housing
furniture cost,Housing
paid 347 towards wifi,Utilities
paid 40k for furniture,Housing
cleaning cost me 45600,Housing
spent on netflix,Entertainment
just paid 441 for doctor,Healthcare
coffee,Food
226 for shirts,Shopping
paid for water bill,Utilities
hospital,Healthcare
got steam - 269600,Entertainment
spent on first aid,Healthcare
target cost,Shopping
cost of water bill was 498,Utilities
cost of music was 401,Entertainment
got home depot - 50k,Housing
boda cost me 2k,Transport
spent on games,Entertainment
therapy cost,Healthcare
paid for best buy,Shopping
bus ticket,Transport
mortgage cost me 59,Housing
games cost,Entertainment
paid 100k towards cleaning,Housing
laptop 144,Shopping
paid 64200 towards home depot,Housing
spent 412000 on train,Transport
eye exam,Healthcare
just paid 4k for taxi,Transport
spent 24k on movie,Entertainment
spent 43k on cell plan,Utilities
got taxi - 64,Transport
spent on breakfast,Food
snacks cost me 154,Food
unknown charge,
spent on music,Entertainment
went to boda and spent 198300,Transport
phone bill cost me 85k,Utilities
spent 85k on pizza,Food
expensive doctor 98k,Healthcare
spent 28 on flight,Transport
paid for restaurant,Food
water bill,Utilities
bought fuel for 103,Transport
paid 127 for coffee,Food
paid 94 towards internet,Utilities
paid 146600 for dinner,Food
paid 43k towards phone bill,Utilities
watr blll,Utilities
paid 283400 for hospital,Healthcare
lunch,Food
bought shoes for 252900,Shopping
cost of doctor was 435,Healthcare
got therapy - 94k,Healthcare
 ,Food
paid for lunch,Food
cost of medicine was 164,Healthcare
phone bill,Utilities
got amazon - 4k,Shopping
broadband,Utilities
$$$@#$@@! coffee!!!,Food
party,Entertainment
kfc cost me 246100,Food
expensive vitamins 47k,Healthcare
spent on ikea,Housing
steam 31k,Entertainment
got concert - 88k,Entertainment
got music - 97k,Entertainment
gas bill 254600,Utilities
went to cell plan and spent 291,Utilities
amazon,Shopping
spent 353 on uber,Transport
cost of party was 304600,Entertainment
target cost,Shopping
expensive subway 15100,Transport
rent***---__,Housing
spent 406 on rent,Housing
paid 80k for gas bill,Utilities
just paid 23500 for theater,Entertainment
cost of doctor was 61300,Healthcare
went to doctor and spent 61700,Healthcare
just paid 436 for property tax,Housing
hospital bill,Entertainment
movie,Entertainment
spent 348200 on water bill,Utilities
cinema 372,Entertainment
went to maintenance and spent 25k,Housing
pharmacy,Healthcare
"ikea today, 204400",Housing
unknown charge,
home depot 373900,Housing
just paid 63 for sneakers,Shopping
got maintenance - 344800,Housing
went to party and spent 367500,Entertainment
supermarket,Food
electronics,Shopping
paid 13 for rent,Housing
208100 for bus ticket,Transport
phone bill cost me 428100,Utilities
went to transit and spent 4k,Transport
spotify,Entertainment
rent 108000,Housing
spent 392600 on flight,Transport
14k for flight,Transport
expensive uber 48,Transport
49k for eye exam,Healthcare
"gas bill today, 486600",Utilities
best buy 33k,Shopping
boda cost,Transport
285 for checkup,Healthcare
expensive bowling 87,Entertainment
cost of wifi was 40700,Utilities
spent on medicine,Healthcare
restaurant,Food
snacks cost,Food
medicine,Healthcare
went to property tax and spent 326,Housing
pharmacy,Healthcare
expensive flight 36k,Transport
cost of electricity was 294600,Utilities
went to pharmacy and spent 25,Healthcare
spent 126 on electricity,Utilities
went to cinema and spent 46k,Entertainment
bought jacket for 160,Shopping
train,Transport
apartment,Housing
movie cost me 50k,Entertainment
paid 182700 for cafe,Food
spent 236 on party,Entertainment
got steam - 153400,Entertainment
spent on gifts,Shopping
gifts 89k,Shopping
paid 461 towards gifts,Shopping
target cost,Shopping
home depot cost me 92k,Housing
expensive subway 29k,Transport
bought rent for 59k,Housing
went to parking and spent 48,Transport
bought a laptop,Food
spent on party,Entertainment
cost of best buy was 91k,Shopping
expensive snacks 256300,Food
first aid,Healthcare
cost of pharmacy was 188,Healthcare
dinner cost me 500000,Food
paid 372 for transit,Transport
went to target and spent 252600,Shopping
spotify 238,Entertainment
"property tax today, 479",Housing
lunch cost me 10k,Food
paid for bus ticket,Transport
taxi 69700,Transport
cost of water bill was 3k,Utilities
shooesss!!!!!!!!,Shopping
paid 40k towards electronics,Shopping
shoes cost,Shopping
bowling,Entertainment
spent 80500 on property tax,Housing
netflxxxxxxxxxxx,Entertainment
   ,Transport
paid 418 towards transit,Transport
cost of dentist was 197,Healthcare
"furniture today, 140",Housing
tolls cost me 76k,Transport
paid for furniture,Housing
cost of club was 490100,Entertainment
cell plan cost,Utilities
went to tolls and spent 49,Transport
went to music and spent 55k,Entertainment
vitamins cost,Healthcare
spent on steam,Entertainment
got checkup - 495,Healthcare
70700 for music,Entertainment
89k for clinic,Healthcare
paid 91k towards gifts,Shopping
paid for cafe,Food
spent on cleaning,Housing
paid 409 for boda,Transport
property tax 93k,Housing
got lunch - 404,Food
paid 387700 for plumber,Housing
paid 314 towards rent,Housing
netflix,Entertainment
388400 for sneakers,Shopping
expensive fuel 170,Transport
bought clinic for 362,Healthcare
"meal today, 418",Food
therapy cost me 232700,Healthcare
supermarket cost me 491,Food
   ,Transport
clothes cost,Shopping
expensive checkup 2k,Healthcare
boda,Transport
spent on fuel,Transport
club 390,Entertainment
spent on electronics,Shopping
500,Food
"burger today, 91300",Food
shoes 77k,Shopping
paid 157 towards eye exam,Healthcare
paid for property tax,Housing
spent 423 on phone bill,Utilities
club 368700,Entertainment
rent,Housing
77k for club,Entertainment
train 189,Transport
bought electricity for 36k,Utilities
"vitamins today, 47k",Healthcare
bought broadband for 89k,Utilities
   ,Transport
went to snacks and spent 388,Food
just paid 297 for boda,Transport
paid 117 towards vitamins,Healthcare
paid for rent,Housing
taxi,Transport
checkup,Healthcare
just paid 93k for jacket,Shopping
breakfast 298800,Food
cost of hospital was 96k,Healthcare
got home depot - 233,Housing
120k,Shopping
went to electricity and spent 334,Utilities
supermarket 181,Food
372 for groceries,Food
cost of apartment was 181900,Housing
cost of snacks was 236100,Food
got water bill - 282800,Utilities
 ,Food
paid for cell plan,Utilities
just paid 79k for party,Entertainment
spent on club,Entertainment
just paid 329200 for shirts,Shopping
netflix,Entertainment
"meal today, 335",Food
electricity 321100,Utilities
bought rent for 313,Housing
spent on therapy,Healthcare
just paid 233500 for kfc,Food
 ,Food
spent on dinner,Food
clothes 304500,Shopping
got home depot - 85,Housing
paid 499 for groceries,Food
property tax 109200,Housing
just paid 33k for subway,Transport
expensive cleaning 88k,Housing
"home depot today, 82k",Housing
"restaurant today, 30800",Food
"doctor today, 52",Healthcare
eye exam cost me 416,Healthcare
bought pharmacy for 82k,Healthcare
got mortgage - 136,Housing
just paid 416500 for breakfast,Food
power,Utilities
paid 378 for games,Entertainment
spent 54k on games,Entertainment
dentist cost,Healthcare
"burger today, 245000",Food
internet,Utilities
bought mall for 352100,Shopping
bought uber for 86k,Transport
got dentist - 18,Healthcare
phone bill cost me 93200,Utilities
just paid 48k for bowling,Entertainment
cost of parking was 235500,Transport
games cost me 245800,Entertainment
train 225,Transport
spent on therapy,Healthcare
bought jacket for 288500,Shopping
paid 47k for hospital,Healthcare
cleaning cost,Housing
checkup cost,Healthcare
restaurant,Food
$$$@#$@@! coffee!!!,Food
"ikea today, 117100",Housing
got groceries - 36k,Food
just paid 328 for jacket,Shopping
298 for laptop,Shopping
paid 69k for dentist,Healthcare
expensive breakfast 96800,Food
cost of clothes was 184200,Shopping
spent on home depot,Housing
music,Entertainment
went to therapy and spent 328,Healthcare
"spotify today, 51k",Entertainment
201 for pizza,Food
paid for vitamins,Healthcare
games cost,Entertainment
25k for steam,Entertainment
boda,Transport
paid 82 for bowling,Entertainment
got gas - 227,Transport
spent on party,Entertainment
just paid 140 for therapy,Healthcare
bought hospital for 31k,Healthcare
expensive maintenance 72k,Housing
spent on bus ticket,Transport
paid 29100 for games,Entertainment
paid 342500 towards clothes,Shopping
paid 43k towards clothes,Shopping
cost of pizza was 298200,Food
paid for first aid,Healthcare
got furniture - 30800,Housing
spent on shirts,Shopping
381 for pharmacy,Healthcare
went to plumber and spent 9k,Housing
expensive broadband 142400,Utilities
got wifi - 27000,Utilities
paid for parking,Transport
went to laptop and spent 1k,Shopping
netflix,Entertainment
paid 361 for uber,Transport
supermarket,Food
326 for bus ticket,Transport
spent on kfc,Food
bought hospital for 480,Healthcare
rent 50,Housing
tolls cost me 390800,Transport
"clothes today, 14k",Shopping
gas bill,Utilities
got cafe - 194100,Food
spent 28400 on boda,Transport
phone bill cost me 402,Utilities
tolls cost,Transport
vitamins cost me 403400,Healthcare
jacket,Shopping
train cost,Transport
166 for cell plan,Utilities
transit cost me 62,Transport
just paid 94k for wifi,Utilities
paid 85k towards property tax,Housing
209600 for supermarket,Food
expensive movie 151700,Entertainment
spent 53k on music,Entertainment
spent 83800 on eye exam,Healthcare
went to gifts and spent 21k,Shopping
gifts cost,Shopping
meal cost,Food
uber,Transport
bought eye exam for 264,Healthcare
just paid 18200 for power,Utilities
got train - 111,Transport
paid for therapy,Healthcare
spent on party,Entertainment
paid for cell plan,Utilities
322 for mortgage,Housing
snacks,Food
cost of coffee was 70k,Food
got club - 14k,Entertainment
"hospital today, 13k",Healthcare
gifts cost me 210600,Shopping
79k for electricity,Utilities
apartment 484,Housing
paid 441 towards trash,Utilities
187700 for tolls,Transport
got gas - 200800,Transport
shooesss!!!!!!!!,Shopping
paid 165 towards cleaning,Housing
paid 39800 towards wifi,Utilities
furniture,Housing
spent 56k on phone bill,Utilities
snacks cost me 250,Food
got music - 67k,Entertainment
medicine cost,Healthcare
netflix cost me 82k,Entertainment
paid 480 for trash,Utilities
restaurant cost,Food
spent 252800 on parking,Transport
"snacks today, 90k",Food
expensive club 28k,Entertainment
meal cost,Food
just paid 35k for fuel,Transport
went to shirts and spent 35k,Shopping
club,Entertainment
428 for snacks,Food
got uber - 496,Transport
clothes cost me 459,Shopping
bought cafe for 411700,Food
paid for netflix,Healthcare
282200 for shoes,Shopping
party 183,Entertainment
500,Food
spent 272700 on train,Transport
plumber 11k,Housing
home depot,Housing
just paid 480 for groceries,Food
120k,Shopping
paid 42k for gas bill,Utilities
breakfast cost me 437700,Food
paid 198800 towards kfc,Food
cell plan 271900,Utilities
just paid 166800 for burger,Food
spent on target,Shopping
kfc,Food
bought rent for 221800,Housing
went to club and spent 70k,Entertainment
internet,Utilities
paid 94 for cleaning,Housing
"supermarket today, 49k",Food
expensive groceries 21k,Food
bought trash for 388,Utilities
expensive pharmacy 72k,Healthcare
steam cost me 463700,Entertainment
expensive theater 91k,Entertainment
just paid 186700 for mall,Shopping
shoes cost me 407,Shopping
phone bill cost me 267000,Utilities
paid 170800 towards gifts,Shopping
paid for uber,Transport
$$$@#$@@! coffee!!!,Food
bought netflix for 290600,Entertainment
train cost,Transport
cost of pharmacy was 89k,Healthcare
spent on supermarket,Food
just paid 225000 for cafe,Food
bought home depot for 86900,Housing
pizza 37k,Food
got fuel - 259600,Transport
paid 399 towards meal,Food
